ID,Answer
1480,硬地
1481,《泰晤士報》
1482,西元1872年
1483,歐足總
1484,394年
1485,1926年
1486,天津馬廠
1487,尼祿
1488,[CLS]
1489,力主抗戰
1490,韓國燒酒
1491,[CLS]
1492,人類始祖
1493,基因靶向
1494,臺北國際金融中心
1495,太平洋戰爭
1496,英國
1497,非營利組織
1498,清末民初
1499,貝爾實驗室
1500,歐洲文藝復興
1501,七倍
1502,加入了北美區號方案
1503,新柏拉圖主義
1504,六千年
1505,供養軍隊監督造幣
1506,景宗
1507,阿爾卑斯山脈
1508,重慶
1509,心理危機干預熱線
1510,絲綢
1511,2005年
1512,1996年
1513,「安保鬥爭」
1514,荷蘭
1515,1958年
1516,[CLS]
1517,喀爾喀四部
1518,《蜀道難》
1519,5000000美元
1520,三個月
1521,瀛台
1522,躁鬱症
1523,楊貴妃
1524,住宅區
1525,君士坦丁堡的城防體系
1526,1929年
1527,塞北遊牧部落聯盟
1528,德國
1529,李景隆
1530,以免令天文台電話線路繁忙
1531,[CLS]
1532,1955年
1533,民族主義
1534,《胭脂扣》
1535,朱棣得到了很多來自宦官的幫助
1536,6世紀
1537,用右手拿瓶，左手要扶著右手
1538,二十世紀
1539,西班牙
1540,68億
1541,[CLS]
1542,嘻哈
1543,國歌詞譜初選委員會
1544,古羅馬第一軍團失蹤之謎
1545,盧循之亂
1546,單身收養制度
1547,周恩來
1548,[CLS]
1549,鋰元素
1550,康士坦丁堡
1551,保加爾市
1552,幼年
1553,1980年
1554,為受到迫害的法國傳教士作出報復
1555,張靜江
1556,社群技術預覽版
1557,2歲
1558,商業小說
1559,彰化縣
1560,首款
1561,2005年
1562,台安縣桑林
1563,米的種類也相當多種，而且不限於地區販售
1564,「社會主義現實主義」
1565,凡爾賽條約
1566,喬治·麥肯
1567,防洪
1568,1947年
1569,巴林坦海峽
1570,沃爾特·蒙代爾
1571,趙貴誠
1572,鐵路
1573,1950年
1574,樂山大佛
1575,攝氏7000度
1576,蓋吳起事
1577,1820年
1578,《中國河湖大典》
1579,福建籍
1580,科學革命
1581,德國
1582,媒體的輿論
1583,金大中
1584,國軍
1585,基督教
1586,威廉親王
1587,軍鎮
1588,2006年
1589,理藩院
1590,盧溝橋事變
1591,郭子儀
1592,新政聯盟
1593,韓愈
1594,平安
1595,共和國元首
1596,瘦果
1597,假裝招呼援兵
1598,潮州市體委
1599,小水點
1600,北海
1601,後漢書
1602,核化學
1603,安海成功小學
1604,高句麗
1605,要求日本政府制定「阿伊努新法」以取代現行的「北海道舊土人保護法」
1606,公元前一世紀
1607,行軍元帥府
1608,陶淵明
1609,茲沃雷金
1610,海外貿易
1611,君士坦丁七世
1612,1990年代
1613,現代科學之父
1614,2010年
1615,[CLS]
1616,黑死病
1617,1947年
1618,汪精衛
1619,30隻
1620,巴尼亞盧安達人
1621,大量廣州人因太平天國戰亂湧入九龍，而來港的人口又以男性比率較多
1622,禹縣
1623,聽覺神經上的神經衝動
1624,腎病
1625,氣溫變化非常大
1626,韓國
1627,張汝梅
1628,《沃爾松格傳說》
1629,波赫政府
1630,明太祖朱元璋
1631,1907年
1632,白羊座
1633,陝甘寧蘇維埃政府
1634,穆斯林世界
1635,美國聲望甚高
1636,白澳政策
1637,陳玉昶
1638,周鍾瑄
1639,道家
1640,德國
1641,福余衛
1642,92
1643,卡達杜哈
1644,卡爾·林奈
1645,1963年
1646,愛德華三世
1647,元仁宗
1648,察合台汗國
1649,1684年
1650,稻米
1651,2007年
1652,16世紀
1653,1983年
1654,汗位沒有經過庫力台大會的認可
1655,普魯士
1656,方便各國動物學者而作為參考版本使用
1657,腹背受敵
1658,優九聯盟
1659,薔薇戰爭
1660,蕭道成
1661,將組織混亂的軍隊的指揮權掌握在自己手中
1662,班超
1663,狄拉克
1664,第六條
1665,東山手
1666,法蘭西王國
1667,5月
1668,喀喇汗國
1669,攻擊亞里士多德地心說，辯護哥白尼理論的形象
1670,首席大法官
1671,長泰
1672,1986年
1673,本森河·斯奈德
1674,板橋車站
1675,1970年代
1676,北回歸線
1677,咀香園
1678,正一派
1679,宋孝宗淳熙十六年
1680,德意志民主共和國
1681,高爾
1682,他人的選擇
1683,統一博物館
1684,凝血因子
1685,美國在台協會
1686,1978年
1687,9月
1688,2000萬
1689,汪洋
1690,賓勞·安貝卡
1691,[CLS]
1692,《選舉權法案》
1693,深水涉汝州街
1694,法西斯獨裁政權
1695,二次大戰
1696,利物浦市
1697,加布里埃爾·華倫海特
1698,航空運輸
1699,無頭化變體
1700,土瓜灣道
1701,聲音強度分析
1702,2002年
1703,張之洞
1704,[CLS]
1705,1897年
1706,2公里
1707,《建築十書》
1708,1309年
1709,1993年
1710,馬斯湖節
1711,魯本斯
1712,高句麗僧人信誠
1713,滇緬公路
1714,1868年
1715,電影院
1716,壓迫到當地洪雅族原住民的生存空間
1717,1991年
1718,導賞團
1719,大自然
1720,1984年
1721,2001年
1722,四年
1723,缺乏良好環境計畫
1724,山茶花
1725,茂宜島
1726,受到鄰近其他星系影響
1727,史都華
1728,塞爾維亞族
1729,孫無終
1730,「全道阿伊努人大會」
1731,1949年
1732,高爾街
1733,戰國時期
1734,公式化
1735,1897年
1736,生態系的工程師
1737,南亞熱帶
1738,法國
1739,81人
1740,毛利文
1741,鄭芝莞
1742,荃灣新市鎮
1743,[CLS]
1744,海牙公約
1745,梅艷芳
1746,聯邦憲法
1747,1854年
1748,1217年
1749,由不毛之地轉變為貨櫃碼頭
1750,福音派
1751,浙江
1752,龍雲
1753,溫尼伯湖
1754,國家安全會議
1755,財經
1756,西班牙語
1757,獅子國
1758,政治運勢
1759,20世紀
1760,二十八宿
1761,1870年
1762,描繪眾多恆星的溫度相對於亮度
1763,武力征服
1764,色情行業
1765,百夫長
1766,文森佐·麥克萊恩
1767,明朝
1768,何克抗
1769,[CLS]
1770,英國
1771,重要的軍港
1772,幫助解開行星形成前的太陽系的謎
1773,第二次世界大戰
1774,11世紀
1775,清朝時期
1776,匈牙利社會主義工人黨
1777,1940年
1778,古典阿拉伯語
1779,[CLS]
1780,密西西比河流域
1781,腓特烈二世
1782,2005年
1783,奧地利
1784,顧命八大臣
1785,三分之二
1786,米倉山西麓
1787,約翰·庫達爾
1788,毛澤東
1789,長江流域
1790,倪匡
1791,1945年
1792,1251年
1793,燈塔牌手電筒
1794,詹姆斯·赫頓
1795,榮毅仁
1796,周西成
1797,1907年
1798,王猛
1799,平原地形
1800,2011年
1801,舊溫布利球場
1802,定量模型
1803,1977年
1804,湯瑪斯杜威
1805,《蘇日中立條約》
1806,屋大維
1807,新北市
1808,劉休範
1809,霍亨施陶芬王朝
1810,葡萄牙人
1811,1864年
1812,小聖堂
1813,2013年
1814,非常接近民居
1815,喀羅尼亞
1816,化合態
1817,瑞士
1818,伊藤博文
1819,四座
1820,階梯形態
1821,1966年
1822,2.1%
1823,1961年
1824,現實主義
1825,沙文主義
1826,地層下陷
1827,溫度
1828,日本文化
1829,廢奴民主黨
1830,為阻止其母覃美金胡亂花費
1831,彩電中心
1832,美軍戰機
1833,特種部隊
1834,加拿大
1835,17歲
1836,2015年
1837,中華人民共和國
1838,塔吉克議會表決通過
1839,馬來亞高等法庭
1840,3月16日
1841,北宋
1842,王怡
1843,高斯光束傳播理論
1844,瑞士近衛隊
1845,被動的
1846,理性自殺
1847,阿瓦爾人
1848,正室
1849,演化心理學
1850,四百萬兩
1851,逃避敵害
1852,普萊斯
1853,關內
1854,紐澤西美洲人
1855,56式自動步槍
1856,民國七十九年
1857,2002年
1858,甲午戰爭
1859,蘇聯政府
1860,[CLS]
1861,朱熹
1862,1961年
1863,趙蕤
1864,威屯卡隕石坑
1865,[CLS]
1866,1961年
1867,2009年初
1868,噪音
1869,自殘
1870,歐洲
1871,凡爾賽鎮
1872,韋伯斯特公司
1873,劉德華
1874,2007年10月1日
1875,亞塞拜然人
1876,義大利
1877,崇禎十七年
1878,非裔美國人
1879,韓國
1880,金屬結構
1881,[CLS]
1882,挪威國會大廈
1883,35度
1884,中山縣城
1885,1917年
1886,劉少奇
1887,[CLS]
1888,后沃村
1889,44年
1890,生態問題
1891,來管理勒布朗制鹼法生產碳酸鈉時排放的有毒空氣污染物
1892,[CLS]
1893,邦聯不是合法政府
1894,1930年為止這個亞目
1895,傍晚時份
1896,95%以上
1897,7天
1898,周禮·考工記
1899,政廳長潘錫元
1900,先印後膠
1901,1858年
1902,毛澤東
1903,特瓦族
1904,《法蘭克福條約》
1905,田傳十郎
1906,十月廿一
1907,卡內基梅隆大學
1908,威尼斯人
1909,1930年
1910,威廉·瓊斯
1911,陳誠
1912,布拉格之春
1913,中國南方
1914,川鹽銀行
1915,封建政治體制
1916,美國空軍
1917,投降派
1918,政客
1919,明鄭時期
1920,中央委員會
1921,《歡樂今宵》
1922,蘇聯
1923,興凱湖
1924,加泰羅尼亞人
1925,七星石
1926,萊納斯·鮑林
1927,擁有龐大的海外殖民地
1928,溫帶季風氣候
1929,田中角榮
1930,渡江戰役
1931,媧娘娘
1932,招募而來的部隊戰力極差
1933,狄奧多西二世
1934,華東建築設計院
1935,麻州
1936,[CLS]
1937,撤離中國大陸之故
1938,汐止區
1939,經濟力
1940,5583064名
1941,1971年
1942,中山
1943,先送到美國本土
1944,1451年
1945,為紀念孫中山
1946,全國第6
1947,李提摩太向變法派領袖康有為
1948,藝術方面
1949,太空遊客
1950,1/3
1951,955年
1952,1945年
1953,不滿元世祖行漢法的舉動
1954,聯邦制
1955,新政聯盟
1956,靜脈
1957,四年之久
1958,纖維性抽搐
1959,2000起
1960,國家郵政局
1961,薩曼王朝
1962,中國共產黨
1963,以使德州南軍陷入困境
1964,貝爾格勒
1965,內[UNK]
1966,北海艦隊
1967,英國
1968,奧地利維也納
1969,黃埔軍校
1970,北賽普勒斯
1971,《群己權界論》
1972,蒙古境內戈壁沙漠
1973,民主共和國憲法》
1974,同源基因
1975,45周歲
1976,美男子腓力
1977,孫登
1978,揭發洛克希德事件，田中涉及貪污醜聞
1979,俄羅斯聯邦
1980,農村
1981,後醍醐天皇
1982,籃球運動
1983,月北平甚寒冷
1984,美國憲法
1985,1960年代
1986,慕容德
1987,江南
1988,1945年
1989,天樂里
1990,劉少奇
1991,民間口頭傳說
1992,2002年
1993,私自招誘
1994,兵工廠
1995,唐玄宗
1996,博覽館站
1997,奧斯曼伊斯蘭政權
1998,民主化與經濟發展存有正相關關係
1999,活珊瑚群體
2000,庚申年
2001,美國人
2002,路易十四
2003,國王
2004,1598年
2005,電磁波原理
2006,語言相約
2007,隆納雷根
2008,1955年
2009,台灣海峽
2010,1820年
2011,明太祖
2012,58勝24負
2013,9世紀
2014,東三省
2015,本田[UNK]型機動腳踏車
2016,王天祥
2017,不能
2018,[CLS]
2019,經濟及能源部
2020,民國34年
2021,北宋
2022,100多個
2023,袁世凱
2024,分離主義
2025,梁啓超
2026,內蒙古
2027,後勤的問題
2028,[CLS]
2029,工商企業家
2030,元嘉之治
2031,神話人物黃帝
2032,國民政府第十九次國務會議
2033,日耳曼人
2034,飛彈實驗靶場
2035,1960年
2036,未宣而戰
2037,1609年
2038,裴松之
2039,公屋區
2040,1403年
2041,伊不拉音·本·阿赫邁德
2042,[CLS]
2043,南海
2044,自殺預防
2045,晉懷帝
2046,蘇聯
2047,威悉河
2048,國際城市博覽會盃
2049,盧漢
2050,2006年
2051,遭荷蘭大員長官揆一拒絕其投降要求
2052,西德尼·斯科爾斯基
2053,1988年
2054,[CLS]
2055,弊端事件
2056,[CLS]
2057,韓國經濟和社會的發展
2058,2006年
2059,自然災害
2060,萊比錫大學
2061,市郊黃厝村塔頭社
2062,一個月
2063,爪夷文
2064,1969年1月31日
2065,元嘉二十七年
2066,崔瑩
2067,三個月
2068,法拉第定律
2069,亞利安五號運載火箭
2070,行尚書省
2071,被元廷大臣彈劾
2072,1926年
2073,溫尼伯
2074,糧食禁運
2075,民國27年
2076,李登輝
2077,1930年
2078,濟州島
2079,1869年
2080,毛澤東
2081,健康問題
2082,正德十六年
2083,安息帝國
2084,1790年
2085,詹姆士•赫頓
2086,民國16年
2087,[CLS]
2088,加強皇權為核心的政治改革
2089,世兵制
2090,韓國
2091,郭德綱
2092,米哈伊爾·普羅霍羅夫
2093,1比3
2094,近衛文博
2095,督辦北洋陸軍學務
2096,與不是自己小教區的牧師打鬥
2097,質量等級
2098,袁粲
2099,傑克·斯特勞
2100,伊莉莎白二世
2101,十一行中書省
2102,基因轉殖小鼠
2103,1億7千5百萬美元
2104,[CLS]
2105,澎湖
2106,仁宗
2107,92％
2108,中西區
2109,比佛利山莊
2110,韋弗爾
2111,木衞三
2112,王謐
2113,超臨界二氧化碳流體
2114,解決二戰後以來一直存在的領土糾紛
2115,伽利略
2116,尤金麥卡錫
2117,胡宗南
2118,1899年
2119,多倫多藍鳥棒球隊
2120,聯邦物業的所有權
2121,1972年
2122,拓樸學
2123,氣態星雲重力坍縮
2124,奈及利亞
2125,五大意象
2126,毛澤東
2127,645年
2128,《馬關條約》
2129,「歐洲國家盃」
2130,3000人
2131,冉閔
2132,美國長[UNK]米
2133,華族令
2134,2.51億年前至6600萬年前
2135,福勒
2136,西漢武帝
2137,劉銘傳
2138,唐樓區
2139,1964年
2140,國民黨
2141,俾斯麥
2142,一個
2143,貨幣經濟
2144,羌族
2145,外藩
2146,2014年
2147,領海以外並鄰接領海的一個區域
2148,德國統一社會黨
2149,冰河時期
2150,選擇的自由
2151,布爾什維克民兵
2152,16世紀中葉
2153,1858年
2154,以裝飾為主，而不是根據宗教習俗來建造
2155,沃爾夫岡·苛勒
2156,150萬美元
2157,庾澄慶
2158,比例代表制
2159,1972年
2160,張鳴鳳
2161,聯合航空
2162,北美洲
2163,尼泊爾共產黨
2164,民國38年
2165,《崇拜聖書》
2166,2014年
2167,其中含有[UNK]
2168,追尋無與倫比
2169,殼
2170,金大中
2171,屋大維
2172,2012年11月15日
2173,集中行使軍事、行政權力
2174,316年
2175,色目人擅長理財
2176,君士坦丁大帝
2177,中國史學界
2178,柏林圍牆
2179,1966年
2180,薩洛尼卡拉丁王國
2181,國家政權的工具
2182,奧克拉荷馬州
2183,[CLS]
2184,中山市政府近年來對一批物流項目給予貸款貼息政策
2185,義大利
2186,瞄準困難
2187,5000倍
2188,美利堅聯盟國
2189,1912年
2190,亨利·迪克特·懷特
2191,[CLS]
2192,複製和幹細胞技術
2193,1月14日
2194,在未經巴黎批准的情況下，派出海軍武裝介入當地事務卻遭到了失敗
2195,1903年
2196,1995年
2197,蔣中正
2198,英國
2199,1959年
2200,單一循環
2201,田納西州
2202,年輕一輩又害怕被人聽到自己說上海話會被認為大陸人
2203,1976年
2204,11000公里/小時
2205,薩沃亞王家畫廊
2206,曲藝形式小品
2207,何塞·加布里埃爾
2208,4周
2209,《馬可波羅遊記》
2210,中國網通集團
2211,經濟部
2212,超過10公里
2213,1493年
2214,北周
2215,洋務運動
2216,日治時期
2217,孟加拉國
2218,以為高句麗滅亡了
2219,鮑德溫二世
2220,地區性國際政治組織
2221,不斷成長的大量讀者群
2222,1988年
2223,1920年
2224,[CLS]
2225,比爾蓋茨
2226,廣鐵
2227,淵蓋蘇文
2228,激進黨
2229,美國各地與關島之間的郵寄往來被視作國內業務
2230,10%
2231,地球生命可被視為單個超級有機體
2232,29億美元
2233,石油出口
2234,郭德綱
2235,吳曉邦
2236,南半區
2237,以獲得其精銳部隊
2238,熱力學
2239,重量會比較重
2240,1921年
2241,《兩種新科學》
2242,楊浦區
2243,《科幻世界》
2244,民國19年
2245,連江縣政府
2246,河南
2247,1980年代
2248,《南華早報》和星期日出版的《星期日南華早報》
2249,試圖恢復古老的鄉村傳統
2250,君主制
2251,查爾斯·惠斯通
2252,重慶兩江新區
2253,羅馬公民權
2254,沙祖康
2255,銀幣
2256,華爾特·科洛普頓·溫菲爾德
2257,拜占庭帝國
2258,公孫淵
2259,扶餘國
2260,[CLS]
2261,弗洛伊德理論
2262,橄欖油
2263,韓式筷子
2264,方濟各·沙勿略
2265,詹姆斯•布坎南
2266,高通公司
2267,中心有一個小的破火山口
2268,多倫多皮爾遜國際機場
2269,建造一個人工堤壩將東西兩湖完全分離
2270,漢語書面語
2271,隆納·雷根
2272,慢性藥物誤用
2273,三分之一至二分之一
2274,忘己之為大，無私之為公
2275,阿拉巴馬州
2276,中國共產黨
2277,瑞典
2278,杜聿明
2279,九龍寨城
2280,交通部觀光局
2281,近軸近似
2282,四分之三
2283,民國34年
2284,2月
2285,2008年
2286,滿洲國
2287,劉邦
2288,[CLS]
2289,合肥市
2290,藏傳佛教
2291,國際媒體中心
2292,林奈分類法
2293,世界盃足球賽
2294,《上流社會》
2295,柯本氣候分類法
2296,金大中
2297,台江內海
2298,英國
2299,巨大捕食壓力
2300,按鈕式市內長途直撥公用電話
2301,薩珊王朝
2302,1388年
2303,黑人
2304,火災
2305,孫中山
2306,爬行動物
2307,天主教
2308,台馬輪
2309,聖德太子
2310,德懷特艾森豪
2311,計劃經濟
2312,西敏制
2313,庫克船長
2314,兩岸分治
2315,1974年
2316,伏打電堆
2317,元憲宗九年
2318,韓式泡菜
2319,1995年
2320,臺灣本省人
2321,親中共政治色彩濃厚
2322,經濟海域
2323,山崩沉積作用
2324,湘王
2325,郡政府
2326,《東週刊》
2327,馬關條約
2328,波士頓塞爾提克
2329,雷姆·庫哈斯
2330,蘇維埃
2331,十一世紀
2332,1937年
2333,《軍力動員法》
2334,法律制裁
2335,不信任案
2336,清朝
2337,為了與他的女兒瑪麗住得近一點
2338,[CLS]
2339,貝都因人
2340,《湯姆叔叔的小屋》
2341,東方
2342,塞爾維亞克拉伊納共和國
2343,民宿
2344,關島
2345,吸菸
2346,2004年3月2日
2347,脊椎骨骨折
2348,為了擴充版圖
2349,空心樹
2350,赫哲族
2351,涂醒哲
2352,熱能
2353,衛所
2354,彌爾
2355,唐朝
2356,其空間構造甚具特色
2357,許世賢
2358,信息革命
2359,法爾納瓦茲一世
2360,民主聖地
2361,一年
2362,一連串的醜聞
2363,貴族政治
2364,吐谷渾
2365,由人民選舉
2366,半年
2367,[CLS]
2368,路易吉·伽伐尼
2369,理查·歐文
2370,顏延之
2371,23個
2372,2003年
2373,黃河鐵路公路大橋
2374,印度教祭司委員會
2375,草場
2376,布拉馬普特拉河
2377,卡蓋拉河
2378,拉素
2379,頓河畔羅斯托夫
2380,2個
2381,中環
2382,瀕危物種
2383,劉義宣
2384,一個月
2385,珊瑚環礁
2386,亞熱帶濕潤季風氣候
2387,喬治·恩特威斯爾
2388,20世紀90年代初
2389,[UNK]族
2390,中華民國國際經濟合作協會
2391,新北市
2392,山區
2393,甲級聯賽
2394,蕭樹滋
2395,1913年
2396,高句麗
2397,亞美尼亞人
2398,四個
2399,中國國民黨
2400,1月30日
2401,重慶
2402,忽必烈
2403,羅斯福
2404,宋朝
2405,1957年
2406,可充電儲能裝置輔助牽引系統
2407,1968年
2408,類比電路系統
2409,茂宜島
2410,重抑症
2411,極度恐懼
2412,瑞士
2413,藍水作戰能力
2414,南朗鎮翠亨村
2415,澱粉成份
2416,吳珈慶
2417,閩東人
2418,嘉南平原
2419,發信機
2420,1976年
2421,1911年
2422,橋頭堡
2423,1687年
2424,1997年
2425,軍事
2426,浦項鋼鐵
2427,安史之亂
2428,朝鮮王朝」
2429,路易十四
2430,[CLS]
2431,人工土木建築材料
2432,斯多噶學派
2433,恐怖襲擊事件
2434,1987年
2435,1977年
2436,1949年
2437,1971年4月
2438,58%
2439,1279年
2440,劉裕
2441,杭州
2442,普京
2443,道教
2444,19世紀
2445,經濟奇蹟
2446,納粹集中營
2447,希克蘇魯伯撞擊事件
2448,記載了第一位皈依伊斯蘭教的薩圖克·博格拉汗的史事
2449,100%
2450,第二次世界大戰
2451,東都明京
2452,民辦非企業
2453,芒芒-圖圖-麥伊特
2454,巢尚之
2455,為了穩固自己的地位
2456,九條道家
2457,元宵節
2458,寇謙之
2459,哈佛大學
2460,托馬斯阿奎納
2461,俄國
2462,天保奴
2463,重新整理了全國戶籍
2464,1920年
2465,第二次世界大戰
2466,日本
2467,馬賽曲
2468,1316年
2469,1974年
2470,神明鎮宅平安
2471,「廣州行營」
2472,啟示錄
2473,喬治亞
2474,1857年
2475,分析心理學
2476,讓北方各州成為新移民優先選擇的目的地
2477,1945年
2478,射血期
2479,北魏帝拓跋珪派兵幫助西燕
2480,義和拳
2481,[UNK]娛樂
2482,都
2483,倫敦奧運
2484,簡單
2485,1942年
2486,廣東籍
2487,1950年
2488,頓河
2489,山本五十六
2490,三國時期
2491,宗教寓意
2492,資訊及計算學院
2493,李烈鈞
2494,本篤十六世
2495,後期
2496,乾隆年間
2497,宗教人士
2498,馬克思主義學說
2499,18世紀
2500,畜牧業
2501,內閣制民主政體
2502,韓國
2503,房地產業
2504,1948年
2505,決心恢復皇室權威
2506,西班牙
2507,彌生式陶器
2508,朝鮮
2509,畫山水序
2510,考查不足
2511,燕京大學
2512,最安全
2513,卜尼法斯八世
2514,武昌起義勝利
2515,1932年
2516,直隸州
2517,1789年
2518,釜山
2519,6萬人
2520,德國
2521,國民議會
2522,開放式
2523,新城
2524,延平里
2525,法國向奧地利的同盟─大英帝國
2526,俚僚族群
2527,保定軍官學校
2528,油氣工業
2529,中央宿衛軍
2530,26日
2531,山地
2532,大村線
2533,威爾特郡
2534,儒家思想
2535,日產
2536,僑郡
2537,從漢地百姓簽發的新兵
2538,上蓋
2539,北魏藝術風格
2540,義大利共產黨
2541,奴隸貿易
2542,1540年
2543,美國工業工程師學會
2544,閃化蒸汽
2545,基因工程
2546,巴西爾二世
2547,儒家思想
2548,阿里不哥
2549,前經濟顧問委員會
2550,《南史》
2551,1992年
2552,足協盃
2553,恭親王
2554,1848年
2555,王思翔
2556,石水渠街
2557,李百智
2558,東宮傅育官
2559,臺灣農業
2560,科索沃地區
2561,公元前一萬年前
2562,前端
2563,南蠻
2564,1927年
2565,劉玉娘
2566,能源部
2567,韓國科學技術研究院
2568,阿拉巴馬州
2569,飛鳥時代
2570,新石器時代
2571,1950年代
2572,多級火箭
2573,14所
2574,磁學測溫法
2575,較平坦谷地
2576,迪迪多
2577,德意志國防軍
2578,劉準
2579,孝文帝太和十九年
2580,不確定性
2581,《涌幢小品·總督總兵》
2582,伊夫傑尼克里洛夫
2583,1943年
2584,高表仁
2585,1921年1月
2586,印度佛教文化
2587,無法
2588,冊文
2589,1949年第二次國共內戰失利後
2590,私立研究型
2591,胡圖族
2592,文藝復興時期
2593,1928年
2594,相撞造成的飛行安全事故
2595,2006年
2596,紐西蘭
2597,元璋
2598,偽科幻
2599,義大利
2600,秋季
2601,默啜可汗
2602,讓產量得到提高
2603,李成桂
2604,喜馬拉雅山
2605,促使北方各族接受漢文化，對於民族融合具有積極意義
2606,田納西州
2607,山地
2608,磁學測溫法
2609,考底利耶
2610,比喻苦難
2611,可遺傳材料
2612,航空運輸
2613,殖民主義時期
2614,亞歷山卓·伏打伯爵
2615,鼠疫
2616,島上風光
2617,快樂的科學
2618,合國教科文組織
2619,泛綠陣營
2620,耶穌
2621,移民
2622,約翰·洛克
2623,3年
2624,泰倫提烏斯
2625,1816年
2626,知道他的北極之旅很難募集資金
2627,菜豆
2628,明朝
2629,徵兵制
2630,1787年
2631,1930年
2632,大埔聚落
2633,匈牙利
2634,[CLS]
2635,1943年
2636,英國
2637,6月
2638,科學樂觀主義
2639,2005年
2640,現代主義運動
2641,[CLS]
2642,美國第七艦隊
2643,太監亦失哈
2644,[CLS]
2645,蔡[UNK]
2646,元宵節
2647,謝琰
2648,狄托
2649,《愛爾蘭王位法》
2650,計劃經濟
2651,聯合國
2652,徐氏
2653,抽籤
2654,17世紀
2655,庫克斯港
2656,最佳作品獎
2657,1769年
2658,《論磁石》
2659,萊比錫青年
2660,阻止東德居民逃往西柏林
2661,分配地方權力
2662,神經信號
2663,醫院的器官來源成為了嚴重的問題
2664,民間興建營運後轉移模式
2665,鄭成功
2666,貝他版本
2667,臺灣文化基金會
2668,現代網球
2669,6公里
2670,1936年11月2日
2671,公元372年
2672,季米特洛夫
2673,古羅馬
2674,2014年11月12日
2675,韓國
2676,《蘇絲黃的世界》
2677,普選權的保護者
2678,1921年
2679,新浪
2680,劉毅
2681,到達涅槃的境界
2682,1970年代
2683,中共中央軍委書記
2684,皆以同一面半球永遠對著木星公轉
2685,1945年日本無條件投降
2686,珠江
2687,南北朝時期
2688,[UNK]-61戰鬥機
2689,參宿四
2690,阿里烏教派
2691,高壓政策
2692,1999年
2693,2002年
2694,活產女嬰
2695,《凡爾賽條約》
2696,[CLS]
2697,俄羅斯
2698,1949年
2699,舊金山和約
2700,內蒙古
2701,「市」是商品交易的場所，最早沒有固定的位置，後常在居民點的井旁
2702,劍魚座·欸逼吸
2703,九龍城區
2704,帝國
2705,陝西省
2706,貝爾·柯林頓
2707,1892年
2708,婚禮產業
2709,米蘭
2710,湖北省
2711,維基媒體
2712,突厥人
2713,鳥撞問題
2714,為了徹底掃除北元勢力
2715,61勝21負
2716,韓國
2717,大氣層和月球之間的地區
2718,通信
2719,貝南
2720,1666年
2721,屋大維
2722,中環
2723,《1965年移民及國籍法案》
2724,《航路標誌法》
2725,1940年
2726,大英圖書館
2727,頭目
2728,謀士王猛
2729,都督府長官
2730,大寶令
2731,勝利
2732,一夫一妻制
2733,關島
2734,1406年
2735,1994年
2736,漢語
2737,隋內亂加劇
2738,英國
2739,魯濟濟河
2740,關島
2741,一九九一年
2742,德利斯勒
2743,閩南語
2744,實驗室化驗
2745,英國
2746,蟒蛇計劃
2747,台北港
2748,孤立
2749,1788年
2750,諸葛長民
2751,珍珠奶茶
2752,神話傳說
2753,畢堤·美
2754,1995年
2755,葛蘿莉亞·哈翠克
2756,藥物濫用
2757,雙方選手都得到了3分
2758,種群數量很少的時候
2759,中原解放區
2760,察哈爾民眾抗日同盟軍
2761,參宿四
2762,溫菲爾德·史考特
2763,多倫多
2764,鐵甲艦維吉尼亞號
2765,備取生
2766,中國移動有限公司
2767,1852年
2768,美國
2769,奧古斯都
2770,甲午戰爭
2771,突尼西亞
2772,西里爾字母
2773,法蘭克·蓋瑞
2774,軍事委員會
2775,心理異化
2776,周恩來
2777,2004年
2778,元朝
2779,[CLS]
2780,元朝
2781,凱原中心
2782,陶器的形式
2783,新教徒對聖經正典的質疑
2784,晉末宋初
2785,[CLS]
2786,[CLS]
2787,2000年6月
2788,堅固耐久
2789,空載雷達
2790,1988年
2791,大興區
2792,1952年
2793,《進步日報》
2794,德國
2795,2008年
2796,韋瀚委員會
2797,個人防衛武器
2798,戊戌變法
2799,藏傳佛教
2800,英國
2801,3公里
2802,夾桑之戰
2803,靜坐示威
2804,文世光
2805,13年零8個月
2806,47位
2807,發球上網
2808,德國
2809,伊拉克
2810,黃大仙祠
2811,季節性航班
2812,2006年
2813,山上王
2814,賓州大學
2815,1811年
2816,伏打電堆
2817,「河西文化」
2818,《生死諜變》
2819,稻米
2820,7095米
2821,政權由獨裁體制轉變成民主體制的過程
2822,一對生心板
2823,場外裁判
2824,中華民國
2825,中華民國
2826,荷蘭東印度公司
2827,電腦控制技術
2828,卡斯蒂利亞語
2829,1945年
2830,嘉靖九年
2831,陳思恭
2832,以編遣軍隊
2833,前三大
2834,1793年
2835,保羅羅斯
2836,君主立憲制
2837,香港運動
2838,鹽州港
2839,明臨答夫
2840,雲南行省
2841,20.606億港元
2842,平戶市
2843,9.5％
2844,1943年
2845,韓國國會
2846,社群主義
2847,廣州
2848,聯合會盃決賽
2849,16.7個地球日
2850,1998年
2851,1998年
2852,寧蠻校尉
2853,《電視法》
2854,60%
2855,脊椎動物
2856,2010年
2857,下薩克森邦
2858,祖籍
2859,帕斯夸爾·塞韋拉
2860,三郎
2861,228人死亡
2862,計裏劃方
2863,1934年
2864,臺東市
